Core, 0
Cumulative Cycles, 26013958            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.76882
Periodic Cycles, 13283046            
Periodic Instructions, 10000000            
Periodic IPC, 0.75284

ST_OP_INV_count,             0
ST_OP_INV_pct,        0.000
ST_OP_INV_total_count,             0
ST_OP_INV_total_pct,        0.000

ST_OP_NOP_count,        259447
ST_OP_NOP_pct,        1.656
ST_OP_NOP_total_count,       2648489
ST_OP_NOP_total_pct,        7.855

ST_OP_CF_count,       2339138
ST_OP_CF_pct,       14.933
ST_OP_CF_total_count,       4628184
ST_OP_CF_total_pct,       13.726

ST_OP_MOV_count,       1131314
ST_OP_MOV_pct,        7.222
ST_OP_MOV_total_count,       2338532
ST_OP_MOV_total_pct,        6.935

ST_OP_CMOV_count,         43381
ST_OP_CMOV_pct,        0.277
ST_OP_CMOV_total_count,         90102
ST_OP_CMOV_total_pct,        0.267

ST_OP_LDA_count,        307650
ST_OP_LDA_pct,        1.964
ST_OP_LDA_total_count,        651889
ST_OP_LDA_total_pct,        1.933

ST_OP_ILD_count,        831584
ST_OP_ILD_pct,        5.309
ST_OP_ILD_total_count,       1769623
ST_OP_ILD_total_pct,        5.248

ST_OP_IST_count,       1275861
ST_OP_IST_pct,        8.145
ST_OP_IST_total_count,       2441115
ST_OP_IST_total_pct,        7.240

ST_OP_IADD_count,       3127639
ST_OP_IADD_pct,       19.967
ST_OP_IADD_total_count,       6045681
ST_OP_IADD_total_pct,       17.930

ST_OP_IMUL_count,         30602
ST_OP_IMUL_pct,        0.195
ST_OP_IMUL_total_count,         67723
ST_OP_IMUL_total_pct,        0.201

ST_OP_IDIV_count,             7
ST_OP_IDIV_pct,        0.000
ST_OP_IDIV_total_count,            15
ST_OP_IDIV_total_pct,        0.000

ST_OP_ICMP_count,        946791
ST_OP_ICMP_pct,        6.044
ST_OP_ICMP_total_count,       1952988
ST_OP_ICMP_total_pct,        5.792

ST_OP_LOGIC_count,        394148
ST_OP_LOGIC_pct,        2.516
ST_OP_LOGIC_total_count,        832994
ST_OP_LOGIC_total_pct,        2.470

